id_user,timestamp,source,message,category
5959,2024-11-03,livechat,"""the game with 163 won""",game_problems
1292,2024-11-03,telegram,"""Did u enjoy our chat?""",general_inquiry
5173,2024-11-03,livechat,"""And that’s fine but you stated above that “as far as you can see the games paid me accordingly”""",game_problems
2191,2024-11-03,livechat,"""Also had a couple identity breaches""",general_inquiry
4835,2024-11-03,livechat,"""It said cash out time 6 mins""",payment_issues
5206,2024-11-03,livechat,"""Hi I’m trying to activate my 20 free spins and once I select game it just won’t load is there something wrong with your end or can you help me activate""",game_problems
493,2024-11-03,livechat,"""i clicked on the 25 free spins in my account rewarda but it isnt doing the bonus spins?""",freespins_issues
4290,2024-11-03,livechat,"""Yesterday I tried to cash out""",payment_issues
130,2024-11-03,telegram,"""That doesnt make any sense whatsoever there is no logic in that and the fact that you are secretive about it makes it seem unjust especially when it's going incredibly slow ...  I had to have spent close to 500$ if not more to get 65 percent of the way there? Guaranteed out of the 100 spins I will win about thirty six cents.""",game_problems
1300,2024-11-03,telegram,"""I activated my 100 free spins but I had to refresh my page after only 3 but when I did the rest of my free spins aren’t loading""",game_problems
1300,2024-11-03,telegram,"""I tried everything you suggested and they still don’t work""",general_inquiry
5954,2024-11-03,livechat,"""I tried all that""",general_inquiry
5848,2024-11-03,livechat,"""I’m in Australia""",general_inquiry
1367,2024-11-03,livechat,"""it is saying my account is dissabled""",account_access
3773,2024-11-03,livechat,"""I have since made a new account but I'm very hesitant to even use your site anymore""",account_access
4682,2024-11-03,livechat,"""Give me mynmoney""",payment_issues
5439,2024-11-03,livechat,"""my friends in Australia can login""",account_access
4971,2024-11-03,livechat,"""You said jack can you.please release.my account free ? You guys locked it up a few days back but I am hoping with time for good behavior you will consider nearly release""",account_access
6075,2024-11-03,livechat,"""Yes it's my friend's WiFi""",general_inquiry
5201,2024-11-03,livechat,"""Can I ask that when ur talking to me that u actrully only talk to me""",general_inquiry
577,2024-11-03,livechat,"""Hey Adam are second chance spins going out soon""",game_problems
5638,2024-11-03,livechat,"""Why is my pending deposit link coming up to a page showing a error""",payment_issues
5109,2024-11-03,livechat,"""  If it did just cancel my account olease""",account_access
956,2024-11-03,telegram,"""I sent some XRP from wallet to my account but did not see the memo before sending.... will this still credit to my account?""",account_access
5927,2024-11-03,livechat,"""Because it’s impossible to win and I don’t feel like wasting anymore money""",payment_issues
5137,2024-11-03,livechat,"""But when I don’t have the amount on my account to bet it will not bet /spin and I did not have 5000 to bet in the first place it was chosen in error so why did it dpin""",game_problems
4897,2024-11-03,livechat,"""Aha now i got it""",general_inquiry
5540,2024-11-03,livechat,"""Whaaaa I only have one account""",account_access
5333,2024-11-03,livechat,"""I haven’t received the money back from a deposit I attempted. It was deducted from my account - I will show you the screenshot""",payment_issues
3122,2024-11-03,livechat,"""My identity was frauded barely got my credit card in mail""",payment_issues
6205,2024-11-03,livechat,"""is that it?""",general_inquiry
6138,2024-11-03,livechat,"""will I lose the bonus money?""",payment_issues
5724,2024-11-03,livechat,"""Hello I was promised 100 free spinn by signing up.  I just receive 20?""",account_access
5705,2024-11-03,livechat,"""what region can I use I have vpn""",general_inquiry
1321,2024-11-03,telegram,"""When I log in it says there is account issues detected at the top of my screen in a red box""",account_access
6273,2024-11-03,livechat,"""I know I havnt got my bonus after i made a deposit for it in that timeframe""",payment_issues
5219,2024-11-03,livechat,"""no one else has logged in to my internett adress, and i’ve only played at my Internett. This is so wrong""",game_problems
5069,2024-11-03,livechat,"""when do I Get or back then?""",general_inquiry
2076,2024-11-03,livechat,"""I van ask.somebody why my transactjon is still pending?""",general_inquiry
6159,2024-11-03,livechat,"""I don't see it""",general_inquiry
1327,2024-11-03,telegram,"""Because I can not deposit using the card option as it has been taken away a while ago and I do not know how to use cryptocurrency""",payment_issues
1893,2024-11-03,livechat,"""I know I glitched or got robbed""",game_problems
6176,2024-11-03,livechat,"""Hi I remove daily limit get emeil clicking and it’s not remove show""",general_inquiry
6074,2024-11-03,livechat,"""Then you is it that the promotion that i used said 100 free spins not 20""",freespins_issues
5221,2024-11-03,livechat,"""So when do I get my bonus""",bonus_issues_general
6063,2024-11-03,livechat,"""can I send to casino email address directly""",account_access
5656,2024-11-03,livechat,"""said that can not send and was on red""",general_inquiry
4978,2024-11-03,livechat,"""Hi , why isint the Monday bonus showing up for me ?""",bonus_issues_general
5483,2024-11-03,livechat,"""It was still active and I didn’t receive the promotion""",bonus_issues_general
2061,2024-11-03,livechat,"""I'm deposited like 30 minutes ago it has like six confirmations but I don't see in my account""",account_access
6159,2024-11-03,livechat,"""It gives an option of Coinbase or it looks like a bitcoin symbol and an address. Do I click the bitcoin symbol address not Coinbase? Sorry.""",general_inquiry
1281,2024-11-03,livechat,"""bit starz treasures with ltc coin""",general_inquiry
5803,2024-11-04,livechat,"""I did so but it wasn't a code""",bonus_activation
5157,2024-11-04,livechat,"""Hi I cashed out last week Thursday, I had to infill new details because my previous ones were no longer there. The cash out has been cashed out since Thursday and I’m still yet to receive it in my account""",account_access
5092,2024-11-04,livechat,"""Quiero jugar desde españa y no me deja""",general_inquiry
5453,2024-11-04,livechat,"""it was very fast and i was happy""",technical_errors
5648,2024-11-04,livechat,"""Hi im sorry this is the 3rd or 4th time they connect me to a speciist""",general_inquiry
6102,2024-11-04,livechat,"""I mean they didn't give me free games today they usually give me when I deposit.""",freespins_issues
579,2024-11-04,livechat,"""What.... why would your system allow that to happen this is faulty""",technical_errors
5357,2024-11-04,livechat,""" I tried uploading a pdf version but it will not download""",game_problems
756,2024-11-04,livechat,"""What's that mean?""",general_inquiry
5253,2024-11-04,livechat,"""What size?""",general_inquiry
5074,2024-11-04,livechat,"""No that will be it but it won't let me go to the top of the page to to leave a like by your name??""",general_inquiry
5632,2024-11-04,livechat,"""Ok I will do that now""",general_inquiry
6012,2024-11-04,livechat,"""didn’t get that option""",general_inquiry
5425,2024-11-04,livechat,"""why did you just lie to me tho""",general_inquiry
5645,2024-11-04,livechat,"""Well, I have to sign that it was sent""",general_inquiry
2201,2024-11-04,livechat,"""I want talk somebody about cashout""",general_inquiry
925,2024-11-04,livechat,"""Ok to not bother you..most easy way is new id new acc and play..tnx on answers""",game_problems
5199,2024-11-04,livechat,"""No there hasn’t been""",general_inquiry
6416,2024-11-04,livechat,"""Hi, I’m trying to do a withdrawal but it’s not remembering my bank transfer details and I wanted to know why""",payment_issues
2399,2024-11-04,livechat,"""Yes but is almose 24h and is still pending and i dont get any email what is the reason""",account_access
4999,2024-11-04,livechat,"""Am i doing something wrong here or wats the deal? I don't wanna miss out on the sign up fs bonus 🙄""",account_access
5925,2024-11-04,livechat,"""Iok thank you as the options to withdraw had changed""",payment_issues
1627,2024-11-04,livechat,"""I didn't see any of my bonuses except for one""",bonus_issues_general
6396,2024-11-04,livechat,"""It's been 90 minutes since I requested it, are you sure everything is ok?""",general_inquiry
5228,2024-11-04,livechat,"""Hey Sean, how are you?""",general_inquiry
4223,2024-11-04,livechat,"""Only with my New card""",payment_issues
6302,2024-11-04,livechat,"""Hi  I was sent this promo to email and it doesn't seem to be working""",account_access
6161,2024-11-04,livechat,"""It says everything went well""",general_inquiry
2625,2024-11-04,livechat,"""hi i have a really big problem""",general_inquiry
5712,2024-11-04,livechat,"""What about the week before that""",general_inquiry
4909,2024-11-04,livechat,"""this is a really bad platform""",general_inquiry
6092,2024-11-04,livechat,"""Yes one moment please""",general_inquiry
6261,2024-11-04,livechat,"""hello is allteady opening mi account.""",account_access
5266,2024-11-04,livechat,"""Free spins""",freespins_issues
5696,2024-11-04,livechat,"""I’m not used to minimum requirements on the amount of crypto I need to send and sent less than the minimum for bnb coin""",bonus_eligibility
2214,2024-11-04,livechat,"""still here and 1 is gone""",general_inquiry
6101,2024-11-04,livechat,"""How to play""",game_problems
6537,2024-11-04,livechat,"""Ok so i convert to eth erc-20 at the same time""",general_inquiry
6039,2024-11-04,livechat,"""reenable my accoun""",general_inquiry
5149,2024-11-04,livechat,"""whats your position""",general_inquiry
5111,2024-11-04,livechat,"""in my email. and I would like to know how to activate it because I went to make a deposit, I entered the code and it says it was not registered. and so I did nothing and sent to you. what should i do?""",account_access
6318,2024-11-04,livechat,"""So when I try to log in it keeps saying wrong password try again""",account_access
2503,2024-11-04,livechat,"""Hello nova""",general_inquiry
6142,2024-11-05,livechat,"""My free ten spins""",game_problems
5469,2024-11-05,livechat,"""Nvm I got what you said thank u it's working now""",general_inquiry
6419,2024-11-05,livechat,"""hey i didnt get my weekly free spins""",freespins_issues
146,2024-11-05,telegram,"""It is in blockchain""",general_inquiry
5678,2024-11-05,livechat,"""I was logged out bc I sent btc transaction twice""",payment_issues
6144,2024-11-05,livechat,"""Yes l have checked""",general_inquiry
5777,2024-11-05,livechat,"""Alright thank you""",general_inquiry
5944,2024-11-05,livechat,"""OK hold on""",general_inquiry
5751,2024-11-05,livechat,"""ol ill upload it again then ;-)""",general_inquiry
506,2024-11-05,livechat,"""Cuz I didn't receive it in my account I didn't receive it in my account""",account_access
5455,2024-11-05,livechat,"""Still facing issues""",general_inquiry
6072,2024-11-05,livechat,"""It's a scam. Nobody gets paid from \""free sign up spins\""""",account_access
5700,2024-11-05,livechat,"""I made a transfer""",payment_issues
5196,2024-11-05,livechat,"""after but got that""",general_inquiry
6520,2024-11-05,livechat,"""Okay great thank you""",general_inquiry
2218,2024-11-05,livechat,"""I clicked yes to the offer then deposited 150""",payment_issues
5366,2024-11-05,livechat,"""Are you joking me? You can't provide anything?""",general_inquiry
1774,2024-11-05,livechat,"""Its Monday where I live""",general_inquiry
6655,2024-11-05,livechat,"""Are you going to answer me or what""",general_inquiry
6579,2024-11-05,livechat,"""No, if it’s a technical issue then I want my fucking money back all thousand dollars of it""",payment_issues
6042,2024-11-05,livechat,"""I would like to request a CASH BONUS based on my consistent PLAY FOR ALMOST A YEAR!! I have never withdrawn!!! I just keep pumping money into this site without any player advantages at all!!!!""",payment_issues
2553,2024-11-05,livechat,"""Deactivated""",bonus_activation
5833,2024-11-05,livechat,"""Hello I was playing ur game crash and it just started taking my money and freezing and kept on repeat taking Money and starting to repeat I couldn't do nothing""",game_problems
6347,2024-11-05,livechat,"""Why in the fuck are you stealing my money? How come I haven’t been able to hit a bonus in over $1000?""",payment_issues
6348,2024-11-05,livechat,"""what promos can i have please""",general_inquiry
5208,2024-11-05,livechat,"""and you never provide any customer support other than copy and paste messages""",general_inquiry
5977,2024-11-05,livechat,"""slots* and I won’t accept the bull shit 20 cent free spins""",game_problems
2403,2024-11-05,livechat,"""Please David""",general_inquiry
5723,2024-11-05,livechat,"""And it still hasn't credited correct""",bonus_missing
4847,2024-11-05,livechat,"""Theres nothing wrong with the bill""",general_inquiry
6632,2024-11-05,livechat,"""It messed up on the last round I played""",game_problems
6447,2024-11-05,livechat,"""Ok It’s up to u I’m cool""",general_inquiry
1440,2024-11-05,telegram,"""Pending was blue before""",general_inquiry
2613,2024-11-05,livechat,"""I was just in a chat with Paul, are you able to put me back on to him?""",general_inquiry
5948,2024-11-05,livechat,"""Oh one more thing""",general_inquiry
6315,2024-11-05,livechat,"""Oh hi there Mia!""",general_inquiry
5213,2024-11-05,livechat,"""Hi. Can you put me with a live support agent please?""",general_inquiry
2250,2024-11-05,livechat,"""Thank so much I really  appreciate  it""",technical_errors
1702,2024-11-05,livechat,"""Hello Harvey I need a new wallet address so I can deposit to the site for some reason it is not allowing me to send to that wallet anymore""",payment_issues
4327,2024-11-05,livechat,"""Have a great day I will let you go I could talk to you all day LOL""",general_inquiry
3893,2024-11-05,livechat,"""Told you the winnings of the $25 was the final winning of all of the spins that triggered the free spins""",freespins_issues
3105,2024-11-05,livechat,"""Without being disastrous right LOL never wanted to do that but I do want to display how I feel For someone to visualize very well in their mind""",game_problems
5419,2024-11-05,livechat,"""Didnt get enough bonus of How much i deposit last day I think""",payment_issues
1183,2024-11-05,livechat,"""That's the screen shot if the block chain that shows that I successfully  deposited onto my account. And I waited till today to contact you guys, because I wasn't sure if the bonus came on right away, or if it came on the next day""",account_access
1675,2024-11-05,livechat,"""The money has not been returned to my bank account""",payment_issues
1468,2024-11-05,telegram,"""I don't see my deposit""",payment_issues
6564,2024-11-05,livechat,"""and sorry if I made you upset""",general_inquiry
2754,2024-11-05,livechat,"""Hi I have a question about 200 free spins""",freespins_issues
6634,2024-11-06,livechat,"""This  is my polish id""",general_inquiry
1831,2024-11-06,livechat,"""This is only one of 200 spins am talking about""",game_problems
6689,2024-11-06,livechat,"""The Halloween voodoo""",general_inquiry
5866,2024-11-06,livechat,""" this past week I put a lot of money into this casino""",payment_issues
6250,2024-11-06,livechat,"""I know I was betting real money ok""",payment_issues
6423,2024-11-06,livechat,"""yes it closed years ago - I will try and find where the money is now I have th bsb abs the account number""",account_access
2414,2024-11-06,livechat,"""I wae just given 10 free spins plAyed them and won a big win on the free games then it said i was i fun mode and reissued 10 more spins why did you all reset te VC ame because won. This is the sec otime""",game_problems
6255,2024-11-06,livechat,"""3.1.2 last 4 lines""",general_inquiry
5984,2024-11-06,livechat,"""Okay so how do I request it.  Like 0.002 is too much but the 0.001 is only 71""",general_inquiry
5942,2024-11-06,livechat,"""None of these apply to me""",technical_errors
6673,2024-11-06,livechat,"""Hello. Can you please add code 170mania bonus for me please. I made 2 separate deposits. Support said they would add it manually. I didn’t have enough after my first depoait""",bonus_activation
6202,2024-11-06,livechat,"""no I click on the game gemza under rewards and it takes me to the game just doesn’t play the free spins""",game_problems
6288,2024-11-06,livechat,"""I made a deposit of $30. And the rates must have changed at the very last second, and it's just barely under the minimum.Can you please push it through""",payment_issues
5556,2024-11-06,livechat,"""hey Nicholas""",general_inquiry
5505,2024-11-06,livechat,"""on my account page""",account_access
6573,2024-11-06,livechat,"""Oh ok      wow.""",general_inquiry
5778,2024-11-06,livechat,"""Should I try again?""",general_inquiry
5562,2024-11-06,livechat,"""Hi, I've deposited some ethereum but it has not credited my balance yet""",payment_issues
3614,2024-11-06,livechat,"""Can you please ask someone if something can be done here""",general_inquiry
6833,2024-11-06,livechat,"""I tired to use the Wednesday special but it didn't work""",general_inquiry
6062,2024-11-06,livechat,"""Simply a waste of of time for me to have explained or Elaborated the situation when you don’t give a damn let alone do anything about it""",general_inquiry
3209,2024-11-06,livechat,"""So from $50 there was no win""",general_inquiry
6607,2024-11-06,livechat,"""So at least I know the details are correct""",general_inquiry
3041,2024-11-06,livechat,"""How much money have you guys taken so far from people who have not made the minimum deposit amount ? Millions?""",payment_issues
127,2024-11-06,telegram,"""Hahaha sweet, thanks""",general_inquiry
1816,2024-11-06,livechat,"""Need to talk about my money""",payment_issues
2885,2024-11-06,livechat,"""COMPENSATE""",general_inquiry
424,2024-11-06,telegram,"""where are the free spins i thought i got when i deposited""",freespins_issues
2700,2024-11-06,livechat,"""I would like to ask for a refund. I played Wild Bingo and bet one time. I thought I was placing my second bet and then the 3rd one but it uped m,y bet instead to 15 bucks i thought i was pushing the button to spin not place a higher bet""",game_problems
2976,2024-11-06,livechat,"""my account on skrill, i use 2 adresses one is primary the other one secondary i can use them both""",account_access
127,2024-11-06,telegram,"""Your support is good""",general_inquiry
2381,2024-11-06,livechat,"""Plus I don’t wanna have more than one and I thought I had one on my current email address I’d like to just make sure I only have one please forgive me""",account_access
1874,2024-11-06,livechat,"""Well this one has money on it""",payment_issues
2426,2024-11-06,livechat,"""I didn’t play yet""",game_problems
1579,2024-11-06,livechat,"""could you tell me how many ltc confirmations I have""",general_inquiry
6459,2024-11-06,livechat,"""another one""",general_inquiry
107,2024-11-06,telegram,"""Is there something wrong with your games?""",game_problems
3232,2024-11-06,livechat,"""I’m good also , Okay thank you""",general_inquiry
2656,2024-11-06,livechat,"""I still have not receive""",general_inquiry
3048,2024-11-06,livechat,"""I know that I already opened a ticket. But meanwhile I feel scammed and I read I lots of forums, that there are many people with the same Problem and they Never saw the money back. They used all the same payment Method Like me""",payment_issues
3190,2024-11-06,livechat,"""I deposited 3x last night can you tell me how mich I'm eligible for""",bonus_eligibility
1302,2024-11-06,telegram,"""Why is this not available other sites do for loyal players""",game_problems
446,2024-11-06,telegram,"""What games do i have to play for my bonus wager??""",game_problems
5383,2024-11-06,livechat,"""I want to cash out""",payment_issues
448,2024-11-06,telegram,"""I took hours deciding who I was going to choose to make my home for online gambling after having tried at least 30 different sites.  Yours looks the most legit, great games. And I thought the offers were upfront. I read that offer so many times making sure I get value for money.""",payment_issues
1200,2024-11-06,livechat,"""I am not talking about ltc""",general_inquiry
2378,2024-11-06,livechat,"""I don’t know how this happened. I have two factor authentication on and everything. This is ridiculous.""",account_access
254,2024-11-06,livechat,"""The last 3 deposits I have not received""",payment_issues
191,2024-11-06,livechat,"""I got disconnected from another chat about me not receiving 3 deposits""",payment_issues
310,2024-11-06,telegram,"""NICE!!!!""",general_inquiry
2766,2024-11-06,livechat,"""and what is the bonus I have gotten in return""",bonus_issues_general
1215,2024-11-06,telegram,"""Sorry. I made a mistake.   Sent USDT to eth address.  So it is not showing in balance    Please add 8.4 USDT now.""",payment_issues
285,2024-11-06,telegram,"""Why didn't I receive spins""",game_problems
265,2024-11-06,telegram,"""My deposit it says error and pending""",payment_issues
2119,2024-11-06,livechat,"""I deposited over 100 dollars""",payment_issues
3413,2024-11-06,livechat,"""Can you take off the bonus?""",bonus_issues_general
3039,2024-11-07,livechat,"""They say finished not played. As you can see there’s no wager even set""",game_problems
463,2024-11-07,telegram,"""Hi I need to verify my email address but I dnt have access to my email anymore my registered email is ****@gmail.com""",account_access
2472,2024-11-07,livechat,"""Can I speak to a rep""",general_inquiry
2291,2024-11-07,livechat,"""Look for the gambling license. you will need that. No company with a valid gambling license is allowed to act like this!!""",general_inquiry
2311,2024-11-07,livechat,"""on that first page i lost 8 and won 2""",bonus_missing
2152,2024-11-07,livechat,"""What are you talking about?It's still Wednesday before then.It's only wednesday at five o'clock""",general_inquiry
355,2024-11-07,telegram,"""Can you look and see what's going on with my deposit that I made recently but it's been over an hour""",payment_issues
3060,2024-11-07,livechat,"""Yes need to change my email and phone I email but no changes""",account_access
3440,2024-11-07,livechat,"""I can’t find it anywhere in the history I seen it clearest day popped up on my screen. I had the big pink banner saying level 15 reached you’ve been awarded $200.""",general_inquiry
3264,2024-11-07,livechat,"""When I first started playing the alien fruits two game I saw level up reached you have been awarded $200. I didn’t stop to check it or anything.""",game_problems
3307,2024-11-07,livechat,"""I had just made a deposit not too long before and it went through just fine with the same amount""",payment_issues
2120,2024-11-07,livechat,"""I win a jackpot""",general_inquiry
3051,2024-11-07,livechat,"""Were did my money go if I cashed out""",payment_issues
2404,2024-11-07,livechat,"""Hi Lisa how r u""",general_inquiry
475,2024-11-07,telegram,"""Why is my cash out takes long""",payment_issues
5002,2024-11-07,livechat,"""otherwise i dont deposit""",payment_issues
2720,2024-11-07,livechat,"""Which other active do i need to remove to get my withdrawal from last week""",payment_issues
2119,2024-11-07,livechat,"""I signed up but didn't get my 100 spins no deposit""",bonus_missing
